시설명,주소,경도,위도
하동림경로당,경상남도 사천시 경상남도 사천시 하동림1길 21(동림동),128.075762718,34.941267030
삼천포경로당,경상남도 사천시 경상남도 사천시 선구1길 9(선구동행정복지센터),128.071863929,34.929935165
중앙경로당,경상남도 사천시 경상남도 사천시 건어시장길 12-31(선구동행정복지센터),128.075072432,34.928525693
새동네경로당,경상남도 사천시 경상남도 사천시 가마등1길 23(동림동),128.074912543,34.936439930
한내(5통)경로당,경상남도 사천시 경상남도 사천시 망산동2길 19(선구동행정복지센터),128.073934202,34.933174516
망산경로당,경상남도 사천시 경상남도 사천시 망산동2길 14(선구동행정복지센터) ,128.074280058,34.933139481
좌삼경로당,경상남도 사천시 경상남도 사천시 한내1길 73(좌룡동),128.084977576,34.953576898
삼선경로당,경상남도 사천시 경상남도 사천시 새동네1길 11(선구동행정복지센터),128.075124957,34.935698356
동림현대경로당,경상남도 사천시 경상남도 사천시 삼천포대교로 507(동림동),128.076715513,34.943176293
팔포경로당,경상남도 사천시 경상남도 사천시 한내5길 5-7(동금동) 2층,128.076797933,34.927699380
동서금동행정복지센터노모당,경상남도 사천시 경상남도 사천시 한내5길 5-7(동금동),128.076797933,34.927699380
개발등경로당,경상남도 사천시 경상남도 사천시 새시장길 56(동금동),128.080882484,34.931134529
개발등노모당,경상남도 사천시 경상남도 사천시 새시장길 56(동금동) 2층,128.080882484,34.931134529
해변아파트경로당,경상남도 사천시 경상남도 사천시 통창동길 7(동금동),128.082047800,34.929723843
동금경로당,경상남도 사천시 경상남도 사천시 동금1길 62-11(동금동),128.081764801,34.934787973
경남종합상가경로당,경상남도 사천시 경상남도 사천시 동금2길 7-11(동금동),128.078704562,34.932716800
노산아파트경로당,경상남도 사천시 경상남도 사천시 동금로 72(동금동),128.082954681,34.929437419
한주비치노인사랑방,경상남도 사천시 경상남도 사천시 나무전길 107(동금동),128.078364519,34.930097509
동금5통경로회관,경상남도 사천시 경상남도 사천시 통창동길 68(동금동),128.082546446,34.928505649
통창경로당,경상남도 사천시 경상남도 사천시 한내6길 14(동금동),128.077554207,34.928248174
희망경로당,경상남도 사천시 경상남도 사천시 한내6길 126-9(동금동),128.075385658,34.933101030
삼천포예미지경로당,경상남도 사천시 경상남도 사천시 신항로 64(동금동),128.085730505,34.932521297
용두경로당,경상남도 사천시 경상남도 사천시 용두길 32-16(용강동),128.089287270,34.952521744
강청경로당,경상남도 사천시 경상남도 사천시 강청길 73(용강동),128.084977831,34.944271472
용강경로당,경상남도 사천시 경상남도 사천시 용강길 47-3(용강동),128.083594225,34.946863402
용강주공경로당,경상남도 사천시 경상남도 사천시 주공로 70(용강동) ,128.089141547,34.944625099
용강현대경로당,경상남도 사천시 경상남도 사천시 주공로 64(용강동),128.087368459,34.943549862
양계단지경로당,경상남도 사천시 경상남도 사천시 용강양계1길 42(용강동),128.083965424,34.948886237
삼보신우경로당,경상남도 사천시 경상남도 사천시 주공로 51(용강동),128.086286001,34.943423352
벌리경로당,경상남도 사천시 경상남도 사천시 벌리1길 33(벌리동),128.081073722,34.940179201
벌리주공경로당,경상남도 사천시 경상남도 사천시 주공1길 50(벌리동),128.087545363,34.940897982
한들경로당,경상남도 사천시 경상남도 사천시 한내4길 128(벌리동),128.077436953,34.939226807
한내경로당,경상남도 사천시 경상남도 사천시 한내4길 212(벌리동),128.078801766,34.942893794
제일경로당,경상남도 사천시 경상남도 사천시 문선8길 9-11(벌리동),128.085282306,34.936962392
와룡경로당,경상남도 사천시 경상남도 사천시 와룡길 214-5(와룡동),128.105312155,34.965972084
문선경로당,경상남도 사천시 경상남도 사천시 문선1길 57(벌리동),128.079278080,34.936184875
용강2주공경로당,경상남도 사천시 경상남도 사천시 용강길 37(용강동),128.083008049,34.946122893
푸른경로회관,경상남도 사천시 경상남도 사천시 벌리8길 20-2(벌리동),128.082657236,34.943058248
중앙경로당,경상남도 사천시 경상남도 사천시 벌리3길 56-6(벌리동),128.082826305,34.941126518
벌리주공2단지경로당,경상남도 사천시 경상남도 사천시 주공1길 50(벌리동),128.087545363,34.940897982
용강대경파미르경로당,경상남도 사천시 경상남도 사천시 상강청길 14(용강동),128.086874682,34.947248518
서희스타힐스경로당,경상남도 사천시 경상남도 사천시 중앙로 258(용강동),128.082128191,34.949207335
상향경로당,경상남도 사천시 경상남도 사천시 삼상로 244(향촌동행정복지센터),128.101014991,34.941311706
중향경로당,경상남도 사천시 경상남도 사천시 중향2길 12(향촌동행정복지센터),128.096693841,34.934472875
하향경로당,경상남도 사천시 경상남도 사천시 하향안길 8(향촌동행정복지센터),128.093087086,34.932258239
신향경로당,경상남도 사천시 경상남도 사천시 신향1길 27(향촌동행정복지센터),128.091992958,34.924687556
모례경로당,경상남도 사천시 경상남도 사천시 남일대길 20-6(향촌동행정복지센터),128.098482795,34.929326249
사등경로당,경상남도 사천시 경상남도 사천시 삽재길 5(사등동),128.111940805,34.930308196
봉전경로당,경상남도 사천시 경상남도 사천시 금암길 9(봉남동),128.111588721,34.944125645
봉전노모당,경상남도 사천시 경상남도 사천시 진등길 2(봉남동),128.109905559,34.942937115
당산경로당,경상남도 사천시 경상남도 사천시 당산길 78-3(봉남동),128.101396796,34.947368597
남평경로당,경상남도 사천시 경상남도 사천시 서남평길 16(봉남동),128.093851300,34.940355162
금암경로당,경상남도 사천시 경상남도 사천시 금암길 48-7(이금동),128.111220188,34.945916840
금암노모당,경상남도 사천시 경상남도 사천시 금암길 45(이금동),128.110761748,34.945583192
배고개경로당,경상남도 사천시 경상남도 사천시 배고개2길 13(이금동),128.104245942,34.948622936
구실경로당,경상남도 사천시 경상남도 사천시 구실2길 14(이홀동),128.124511353,34.950938103
홀곡경로당,경상남도 사천시 경상남도 사천시 홀곡1길 31(이홀동),128.132315326,34.963939185
상궁지경로당,경상남도 사천시 경상남도 사천시 상궁지길 71(궁지동),128.121731459,34.939597609
하궁지경로당,경상남도 사천시 경상남도 사천시 하궁지길 213(궁지동),128.117227286,34.937673953
샛담경로당,경상남도 사천시 경상남도 사천시 샛담1길 31(향촌동행정복지센터),128.096726514,34.932236701
서향경로당,경상남도 사천시 경상남도 사천시 서향안길 50(향촌동행정복지센터),128.088403755,34.930933073
지향개경로당,경상남도 사천시 경상남도 사천시 서향안길 78(향촌동행정복지센터),128.089931549,34.930770029
신항만경로당,경상남도 사천시 경상남도 사천시 동금로 123(향촌동행정복지센터),128.088771810,34.929285035
숲뫼경로당,경상남도 사천시 경상남도 사천시 숲뫼길 91(향촌동행정복지센터),128.087107653,34.936077584
모정경로당,경상남도 사천시 경상남도 사천시 모정길 62(이금동),128.116652136,34.948340157
백운경로당,경상남도 사천시 경상남도 사천시 백천길 298(백천동),128.089901168,34.998050935
배천경로당,경상남도 사천시 경상남도 사천시 배천길 7-10(백천동),128.069663439,34.993458851
지산경로당,경상남도 사천시 경상남도 사천시 지산길 81(신벽동),128.066106970,34.988241119
벽동경로당,경상남도 사천시 경상남도 사천시 벽동길 75(신벽동),128.066162490,34.984485169
신촌경로당,경상남도 사천시 경상남도 사천시 새터길 33(신벽동),128.061395340,34.982774597
대례경로당,경상남도 사천시 경상남도 사천시 대례길 95-6(대포동),128.042947905,34.990879131
심포경로당,경상남도 사천시 경상남도 사천시 노대길 338(대포동),128.047307034,34.990179905
노례경로당,경상남도 사천시 경상남도 사천시 적례길 20(노룡동),128.054655204,34.988651272
미룡경로당,경상남도 사천시 경상남도 사천시 미룡안길 48(노룡동),128.049549622,34.981730713
송천경로당,경상남도 사천시 경상남도 사천시 송천길 40(송포동),128.052969706,34.971136841
선전경로당,경상남도 사천시 경상남도 사천시 선전길 23-6(송포동),128.056972039,34.975935918
중촌경로당,경상남도 사천시 경상남도 사천시 해안관광로 488-4(송포동),128.054269362,34.967832196
광포경로당,경상남도 사천시 경상남도 사천시 남양광포길 7(송포동),128.041307611,34.963035942
송포양계경로당,경상남도 사천시 경상남도 사천시 해안관광로 525(송포동),128.058395500,34.969057401
사촌경로당,경상남도 사천시 경상남도 사천시 남양사촌길 28(송포동),128.057242492,34.968228968
신송경로당,경상남도 사천시 경상남도 사천시 남양신송길 5(송포동),128.060705311,34.969217977
신진경로당,경상남도 사천시 경상남도 사천시 진삼로 125-7(송포동),128.063416261,34.968021235
남양현대아파트경로당,경상남도 사천시 경상남도 사천시 삼천포대교로 836(송포동),128.063026127,34.967845179
구미경로당,경상남도 사천시 경상남도 사천시 구미1길 30(죽림동),128.064823587,34.966227658
신기경로당,경상남도 사천시 경상남도 사천시 죽계길 84-10(죽림동),128.070087254,34.962933901
진동경로당,경상남도 사천시 경상남도 사천시 진동길 51(죽림동),128.070711191,34.957968876
죽전경로당,경상남도 사천시 경상남도 사천시 죽전안길 65(죽림동),128.074302287,34.964026104
죽계경로당,경상남도 사천시 경상남도 사천시 죽계길 47(죽림동),128.070860676,34.963880638
임내경로당,경상남도 사천시 경상남도 사천시 임내길 55(죽림동),128.066175732,34.969793022
남양경로당,경상남도 사천시 경상남도 사천시 숲안길 7-8(죽림동),128.065871035,34.967978708
신우심포니경로당,경상남도 사천시 경상남도 사천시 임내길 30(죽림동),128.064707026,34.969237630
문화경로당,경상남도 사천시 경상남도 사천시 문화안길 153(죽림동),128.065934835,34.977291193
죽림아리안2단지경로당,경상남도 사천시 경상남도 사천시 죽계1길6(죽림동),128.068398136,34.965023077
거성아파트경로당,경상남도 김해시 김해시 진영읍 진영로 10,128.714402557,35.304649504
공정경로당,경상남도 김해시 김해시 진영읍 진영로 283-3,128.744052470,35.302376912
광대현(여)경로당,경상남도 김해시 김해시 진영읍 김해대로157번길 11,128.709659810,35.302342080
금봉경로당,경상남도 김해시 김해시 진영읍 본산2로110번길 21,128.759661140,35.311628569
기영아파트경로당,경상남도 김해시 김해시 진영읍 진영로 305,128.746577177,35.301852961
